name,id,description,search_term,wikidata_id,wikidata_label,wikidata_description
Floresta Nacional Tefé,657,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Tefé,Q10282889,Tefé National Forest,forest in Brazil
Parque Estadual Telma Ortegal,2846,nature reserve in Brazil (Parque Estadual),Parque Estadual Telma Ortegal,Q10345021,Parque Estadual Telma Ortegal,storage for radioactive waste
Reserva Extrativista Terra Grande-Pracuúba,4482,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Terra Grande-Pracuúba,Q10359695,Terra Grande-Pracuúba Extractive Reserve,NONE
Parque Estadual Terra Ronca,2561,nature reserve in Brazil (Parque Estadual),Parque Estadual Terra Ronca,Q7703142,Terra Ronca State Park,"State park in Goiás, Brazil"
Parque Nacional Tijuca,996,nature reserve in Brazil (Parque Nacional),Parque Nacional Tijuca,Q1974494,Tijuca National Park,Brazilian national park
Reserva Biológica Tinguá,855,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Tinguá,Q7808201,Tinguá Biological Reserve,NONE
Reserva Biológica Traçadal,828,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Traçadal,Q96613944,NONE,NONE
Floresta Nacional Três Barras,1295,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Três Barra,Q10282891,Três Barras National Forest,NONE
Parque Estadual Três Picos,3186,nature reserve in Brazil (Parque Estadual),Parque Estadual Três Pico,Q3084480,Três Picos State Park,NONE
Parque Estadual Trilhas,6035,nature reserve in Brazil (Parque Estadual),Parque Estadual Trilha,Q96740904,NONE,NONE
Estação Ecológica Tripuí,2145,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Tripuí,Q57535989,"Aspectos da fenologia e ecologia de Hedychium coronarium (Zingiberaceae) na estação ecológica do Tripuí, Ouro Preto-MG",NONE
Área de Proteção Ambiental Triunfo do Xingu,4644,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Triunfo do Xingu,Q96612836,NONE,NONE
Floresta Estadual Trombetas,4641,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Trombeta,Q96614904,NONE,NONE
Floresta Estadual de Rendimento Sustentado Tucano,3015,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado),Floresta Estadual de Rendimento Sustentado Tucano,Q96614881,NONE,NONE
Parque Estadual Tucumã,3450,nature reserve in Brazil (Parque Estadual),Parque Estadual Tucumã,Q26844683,Tucumã State Park,state park in Brazil
Estação Ecológica Tupinambás,1104,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Tupinambá,Q7853543,Tupinambás Ecological Station,NONE
Parque Estadual Turístico do Alto Ribeira - PETAR,874,nature reserve in Brazil (Parque Estadual),Parque Estadual Turístico do Alto Ribeira - PETAR,Q59383037,"Amphibians and reptiles of the Parque Estadual Turístico do Alto Ribeira (PETAR), SP: an Atlantic Forest remnant of Southeastern Brazil",article
Parque Estadual Turvo,2303,nature reserve in Brazil (Parque Estadual),Parque Estadual Turvo,Q2053974,Turvo State Park,"state park in Rio Grande do Sul, Brazil"
Reserva de Desenvolvimento Sustentável Uacari,4334,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Uacari,Q96614008,NONE,NONE
Floresta Estadual Uaimii,4189,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Uaimii,Q96614907,NONE,NONE
Reserva de Desenvolvimento Sustentável Uatumã,4244,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Uatumã,Q96613971,Reserva de Desenvolvimento Sustentável do Uatumã,NONE
Reserva Biológica Uatumã,624,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Uatumã,Q7876370,Uatumã Biological Reserve,a protected area in Brazil
Parque Nacional Ubajara,994,nature reserve in Brazil (Parque Nacional),Parque Nacional Ubajara,Q631981,Ubajara National Park,national park of Brazil
Reserva Biológica Una,1006,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Una,Q7882094,Una Biological Reserve,NONE
Reserva Biológica União,2399,nature reserve in Brazil (Reserva Biológica),Reserva Biológica União,Q10359633,União Biological Reserve,NONE
Área de Proteção Ambiental Upaon-Açu/Miritiba/Alto Preguiças,783,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental upaon-açu/miritiba/alto Preguiças,Q30326561,Upaon-Açu/Miritiba/Alto Preguiças Environmental Protection Area,NONE
Estação Ecológica Uruçuí-Una,935,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Uruçuí-Una,Q106544814,NONE,NONE
Floresta Nacional Urupadi,5433,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Urupadi,Q28129123,Urupadi National Forest,national forest in Brazil
Parque Estadual Vale do Codó,4871,nature reserve in Brazil (Parque Estadual),Parque Estadual Vale do Codó,Q10345092,Parque Estadual Vale do Códo,NONE
Monumento Natural Vale dos Dinossauros,2977,nature reserve in Brazil (Monumento Natural),Monumento Natural Vale dos Dinossauro,Q10388866,Vale dos Dinossauros,area in Brazil
Estação Ecológica Valinhos,926,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Valinho,Q96614627,NONE,NONE
Monumento Natural Vargem da Pedra,5506,nature reserve in Brazil (Monumento Natural),Monumento Natural Vargem da Pedra,Q96615099,Vargem da Pedra Natural Monument,"natural monument in Minas Gerais, Brazil"
Área de Proteção Ambiental Vargem das Flores,5488,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Vargem das Flores,Q96612843,NONE,NONE
Monumento Natural Várzea da Lapa,5505,nature reserve in Brazil (Monumento Natural),Monumento Natural Várzea da Lapa,Q96615100,NONE,NONE
Monumento Natural Várzea do Lageado e Serra do Raio,6042,nature reserve in Brazil (Monumento Natural),Monumento Natural Várzea do Lageado e Serra do Raio,Q96615101,NONE,NONE
Área de Proteção Ambiental Várzea do Rio Tietê,1067,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Várzea do Rio Tietê,Q96613465,NONE,NONE
Parque Estadual Verde Grande,2919,nature reserve in Brazil (Parque Estadual),Parque Estadual Verde Grande,Q96740938,NONE,NONE
Reserva Extrativista Verde para Sempre,4247,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Verde para Sempre,Q10359697,Verde para Sempre Extractive Reserve,NONE
Reserva de Desenvolvimento Sustentável Veredas do Acari,4188,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Veredas do Acari,Q96614011,NONE,NONE
Refúgio de Vida Silvestre Veredas do Oeste Baiano,3460,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Veredas do Oeste Baiano,Q10358522,NONE,NONE
Parque Estadual Veredas do Peruaçu,2123,nature reserve in Brazil (Parque Estadual),Parque Estadual Veredas do Peruaçu,Q96740939,NONE,NONE
Área de Relevante Interesse Ecológico Vila Estrutural,5492,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Vila Estrutural,Q96611742,NONE,NONE
Parque Estadual Vila Rica do Espírito Santo,2247,nature reserve in Brazil (Parque Estadual),Parque Estadual Vila Rica do Espírito Santo,Q10345060,Vila Rica do Espírito Santo State Park,"state park in Paraná, Brazil"
Parque Estadual Vila Velha,2248,nature reserve in Brazil (Parque Estadual),Parque Estadual Vila Velha,Q10345061,Vila Velha State Park,Brazilian state park
Parque Nacional Viruá,1333,nature reserve in Brazil (Parque Nacional),Parque Nacional Viruá,Q7935313,Viruá National Park,"national park in the state of Roraima, Brazil"
Reserva de Desenvolvimento Sustentável Vitória de Souzel,5436,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Vitória de Souzel,Q56350878,NONE,NONE
Parque Estadual Vitório Piassa,5084,nature reserve in Brazil (Parque Estadual),Parque Estadual Vitório Piassa,Q86731779,Parque Estadual Vitório Piassa,NONE
Parque Estadual Xingu,3458,nature reserve in Brazil (Parque Estadual),Parque Estadual Xingu,Q10345095,Xingu State Park,state park in Brazil
Estação Ecológica Xitué,927,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Xitué,Q28149649,Xitué Ecological Station,Ecological station in Brazil
Parque Estadual Xixová-Japuí,873,nature reserve in Brazil (Parque Estadual),Parque Estadual Xixová-Japuí,Q27924279,Xixová-Japuí State Park,"state park in São Paulo, Brazil"
Parque Estadual Zoobotânico,3059,nature reserve in Brazil (Parque Estadual),Parque Estadual Zoobotânico,Q10345406,Parque Zoobotânico de Teresina,zoo in Brazil
